id_herb	produto_comercial	empresa	ingrediente	link	registro	dose_(g/L)_(g/kg)	equivalente_acido	Formulacao	soja	soja_dessecação	soja_omg	soja_spd	milho	milho_ogm	milho_spd	algodão_spd	algodão_ogm	algodão	sorgo	algodão_ogm	café_spd	café	trigo_spd	trigo	gramíneas_forrageiras	arroz	arroz_sequeiro	arroz_irrig_spd	arroz_irrigado	arroz_spd	feijão	aveia_preta	Feijão_spd	feijão_vagem	feijão_fava	feijão_guandu	feijão_mungo	feijão_caupi	grão_de_bico	azevém	aveia	lentilha	cana_spd	cana_soca	cana_maturação	Cana_dessecação	cana_roughing	cana	aveia_preta	mandioca	pastagem_spd	pastagem	vazio_sanitário	manejo_outonal	amendoim	centeio	cevada	canola	abacaxi	citros	citros_spd	melão	eucalipto_implantação_da_flores	Eucalipto_Rebrote	eucalipto	pinus_implantação_da_flores	pinus	seringueira	acácia_negra	estrelicia	girassol	quiabo	tomate	alho	banana	cebola	cenoura	batata_dessecação	batata	alface	repolho	jiló	pimenta	pimentão	brocolis	couve-flor	beterraba	batata-doce	berinjela	batata-salsa	fumo	morango	camomila	gengibre	batata_yacon	alfafa	salsa	coentro	braquiaria	aveia	milheto	inhame	ervilha	sorgo	caju	goiaba	manga	mangaba	pera	uva	maçã	ameixa	mamão	melancia	pessego	nectarina	dendê	duboisia	triticale	crisântemo	centeio	cacau	não_agrícola	seringueira	escarola	sisal	côco	momona	caqui	açaí	cará	nabo	mandioquinha-salsa	carambola	rabanete	figo	castanha_do_pará	macadâmia	pinhão	noz_pecã	pupunha	gladíolo	vagem	área_de_pousio	área_não_cultivada	abacate	gramados	espinafre	manejo_outonal	rosa	todas_as_culturas_com_ocorrência_do_alvo_biológico	tabaco	tratamento_do_solo
82	Aval 800	UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava	tebutiurom (ureia)	https://www.agrolink.com.br/agrolinkfito/produto/aval-800_7406.html	12707	800		Granulado Dispersível (WG)																																								x																																																																																																									
83	Avguron Extra SC	Avgust Crop Protection Importação e Exportação Ltda.	diurom (ureia) + tidiazurom (ureia)	https://www.agrolink.com.br/agrolinkfito/produto/avguron-extra-sc_10051.html	14514	180 + 360		Suspensão Concentrada (SC)										x																																																																																																																																							
84	Baguera	Tradecorp do Brasil Comércio de insumos Agricolas Ltda	hexazinona (triazinona)	https://www.agrolink.com.br/agrolinkfito/produto/baguera_11071.html	3020	250		Concentrado Solúvel (SL)																																								x																																																																																																									
85	Bakti-Pro 806 SL	AllierBrasil Agro Ltda.	2,4-D amina (acido ariloxialcanoico)	http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons	315	806	670	Concentrado Solúvel (SL)	x				x									x		x		x																						x				x																																																																																																					
86	Balance Prime	Bayer S.A. - Sao Paulo/ SP	isoxaflutol (isoxazol)	https://www.agrolink.com.br/agrolinkfito/produto/balance-prime_11012.html	40419	750		Granulado Dispersível (WG)	x																																																																																																																																																
87	Baris	Lemma Agronegócios Importação e Exportação Ltda.	glifosato (glicina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/baris_8362.html	11909	480		Concentrado Solúvel (SL)	x				x					x				x		x		x																						x												x					x		x																																																																																						
88	Basagran 480	Basf S.A. – Sao Paulo	bentazona (benzotiadiazinona)	https://www.agrolink.com.br/agrolinkfito/produto/basagran-480_7497.html	308394	480		Concentrado Solúvel (SL)	x				x											x		x					x																																																																																																																										
89	Basagran 600	Basf S.A. – Sao Paulo	bentazona (benzotiadiazinona)	https://www.agrolink.com.br/agrolinkfito/produto/basagran-600_2959.html	594	600		Concentrado Solúvel (SL)	x				x											x		x					x																																																																																																																										
90	Basamid	Mitsui & Co (Brasil) S.A.	dazomete (isotiocianato de metila (precursor de))	http://www.adapar.pr.gov.br/arquivos/File/defis/DFI/Bulas/Outros/BASAMID.pdf	3294	980		Micro-Granulado (MG)																																																																																																																																																	x
91	Batalha 240 SL	BRA Defensivos Agricolas Ltda. (Piracicaba)	picloram (acido piridinocarboxilico)	https://www.agrolink.com.br/agrolinkfito/produto/batalha-240-sl_10702.html	22518	388		Concentrado Solúvel (SL)																																												x																																																																																																					
92	Bellum 480 SC	Rotam do Brasil Agroquímica e Produtos Agricolas Ltda.	Mesotriona (Tricetona)	https://www.agrolink.com.br/agrolinkfito/produto/bellum-480-sc_10932.html	21719	480		Suspensão Concentrada (SC)					x																																			x																																																																																																									
93	Bench	Oxon Brasil Defensivos Agricolas Ltda.	Atrazina (triazina) + simazina (triazina)	https://www.agrolink.com.br/agrolinkfito/produto/bench_7329.html	7007	250 + 250		Suspensão Concentrada (SC)					x																																																																																																																																												
94	Bimate SA	Proventis Lifescience Defensivos Agricolas Ltda	diurom (ureia) + tebutiurom (ureia)	https://www.agrolink.com.br/agrolinkfito/produto/bimate-sa_7210.html	2196	500 + 200		Pó molhável (WP)																																								x																																																																																																									
95	Blast	Oxon Brasil Defensivos Agricolas Ltda.	Atrazina (triazina)	https://www.agrolink.com.br/agrolinkfito/produto/blast_7734.html	18807	400		Suspensão Concentrada (SC)					x																																																																																																																																												
96	Blazer Sol	UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava	Acifluorfem-sodico (eteretilica)	https://www.agrolink.com.br/agrolinkfito/produto/blazer-sol_2957.html	68894	170		Concentrado Solúvel (SL)	x																						x																																																																																																																										
97	Bleran	Syngenta Proteção de Cultivos Ltda. – Sao Paulo	Dibrometo de diquate (bipiridílio)	https://www.agrolink.com.br/agrolinkfito/produto/bleran_10801.html	38818	200		Concentrado Solúvel (SL)	x													x									x																													x																			x																																																																										
98	Boral 500 SC	FMC Química do Brasil Ltda. - Campinas	sulfentrazona (triazolona)	https://www.agrolink.com.br/agrolinkfito/produto/boral-500-sc_3278.html	7495	500		Suspensão Concentrada (SC)	x													x																										x											x	x																															x																																																														
99	Boral Full	FMC Química do Brasil Ltda. - Campinas	sulfentrazona (triazolona) + tebutiurom (ureia)	https://www.agrolink.com.br/agrolinkfito/produto/boral-full_10272.html	12916	265 + 310		Suspensão Concentrada (SC)																																								x																																																																																																									
100	Braddock	Solus Industria Quimica Ltda.	Glifosato Sal de Dimetilamina (glicina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/braddock_10416.html	17017	480	360	Concentrado Solúvel (SL)	x				x									x		x		x																						x				x								x					x					x					x																																		x	x	x	x				x						x																															
101	Brion	CHDS do Brasil Comércio de Insumos Agricolas Ltda	2,4-D (acido ariloxialcanoico)	https://www.agrolink.com.br/agrolinkfito/produto/brion_8022.html	11708	860	670	Concentrado Solúvel (SL)	x				x									x				x																						x				x																																																																																																					
102	Broker 750 WG	Albaugh Agro Brasil Ltda.- Sao Paulo	hexazinona (triazinona)	https://www.agrolink.com.br/agrolinkfito/produto/broker-750-wg_7894.html	10808	750		Granulado Dispersível (WG)																																								x																																																																																																									
104	Browser	UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava	picloram (acido piridinocarboxilico)	https://www.agrolink.com.br/agrolinkfito/produto/browser_8312.html	5908	240		Concentrado Solúvel (SL)																																												x																																																																																																					
105	Bunema 330 CS	Taminco do Brasil Produtos Químicos Ltda	Metam-sodico (isotiocianato de metila (precursor de))	https://www.agrolink.com.br/agrolinkfito/produto/bunema-330-cs_3253.html	4995	383		Concentrado Solúvel (SL)																																																																	x				x		x												x	x																												x																																	
106	Butiron	Adama Brasil S.A. - Londrina	tebutiurom (ureia)	https://www.agrolink.com.br/agrolinkfito/produto/butiron_6207.html	4705	500		Suspensão Concentrada (SC)																																								x																																																																																																									
107	Calaris	Syngenta Proteção de Cultivos Ltda. – Sao Paulo	Atrazina (triazina) + Mesotriona (Tricetona)	https://www.agrolink.com.br/agrolinkfito/produto/calaris_10883.html	9419	500 + 50		Suspensão Concentrada (SC)					x																																																																																																																																												
108	Calipen SC	Syngenta Proteção de Cultivos Ltda. – Sao Paulo	Atrazina (triazina) + Mesotriona (Tricetona)	https://portalsyngenta.com.br/produtos/calipen-sc	17019	500 + 50		Suspensão Concentrada (SC)																																								x																																																																																																									
109	Callisto	Syngenta Proteção de Cultivos Ltda. – Sao Paulo	Mesotriona (Tricetona)	http://www.adapar.pr.gov.br/arquivos/File/defis/DFI/Bulas/Herbicidas/callisto070218.pdf	1004	480		Suspensão Concentrada (SC)					x																																																																																																																																												
110	Camp-D	Prentiss Química Ltda. - Campo Largo/PR	picloram (acido piridinocarboxilico) + 2,4-D-trietanolamina (acido ariloxialcanoico)	https://www.agrolink.com.br/agrolinkfito/produto/camp-d_8610.html	10511	103 + 406		Concentrado Solúvel (SL)																		x																										x													x																																																																																								
111	Campeon	Stockton Agrimor do Brasil Ltda.	2,4-D-dimetilamina (acido ariloxialcanoico)	https://www.agrolink.com.br/agrolinkfito/produto/campeon_7860.html	16607	806		Concentrado Solúvel (SL)	x				x											x		x			x																			x				x																																																																																																					
112	Campestre 240 SL	BRA Defensivos Agricolas Ltda. (Piracicaba)	picloram (acido piridinocarboxilico)	https://www.agrolink.com.br/agrolinkfito/produto/campestre-240-sl_10656.html	14818	388	240	Concentrado Solúvel (SL)																																												x																																																																																																					
113	Canastra	Nortox S.A. - Arapongas	trifluralina (dinitroanilina)	https://www.agrolink.com.br/agrolinkfito/produto/canastra_7450.html	11607	450		Concentrado Emulsionável (EC)	x			x	x		x			x								x				x	x		x															x																																																																																																									
114	Canion	Adama Brasil S.A. - Londrina	hexazinona (triazinona)	https://www.agrolink.com.br/agrolinkfito/produto/canion_8884.html	6413	900		Pó solúvel (SP)																																								x																																																																																																									
115	Capote	Tradecorp do Brasil Comércio de insumos Agricolas Ltda	tebutiurom (ureia)	https://www.agrolink.com.br/agrolinkfito/produto/capote_10725.html	25018	500		Suspensão Concentrada (SC)																																								x																																																																																																									
116	Capri	Adama Brasil S.A. - Londrina	2,4-D (acido ariloxialcanoico)	https://www.agrolink.com.br/agrolinkfito/produto/capri_7322.html	1696	868		Concentrado Solúvel (SL)					x											x					x																			x																																																																																																									
117	Cardeal	UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava	fomesafem (eteretilica)	https://www.agrolink.com.br/agrolinkfito/produto/cardeal_10441.html	21617	250		Concentrado Solúvel (SL)																							x																																																																																																																										
118	Cartago	ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba	cletodim (oxima ciclohexanodiona)	https://www.agrolink.com.br/agrolinkfito/produto/cartago_10691.html	19018	240		Concentrado Emulsionável (EC)	x									x				x									x																			x																							x	x		x	x		x												x																							x																																							
119	Castle	Adama Brasil S.A. - Londrina	diurom (ureia) + MSMA (organoarsenico)	https://www.agrolink.com.br/agrolinkfito/produto/castle_57.html	828688	140 + 360		Suspensão Concentrada (SC)										x				x																										x												x																																																																																													
120	Celebrate	UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava	cletodim (oxima ciclohexanodiona) + quizalofope-P-etilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/celebrate_10864.html	6719	240 + 120		Concentrado Emulsionável (EC)	x									x																																																																																																																																							
121	Cenit Gat	FMC Química do Brasil Ltda. - Campinas	clomazona (isoxazolidinona)	http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons	5215	360		Suspensão de Encapsulado (CS)										x								x			x																			x																																																																																																									
122	Census - GAT	FMC Química do Brasil Ltda. - Campinas	clomazona (isoxazolidinona)	http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons	5315	360		Suspensão de Encapsulado (CS)										x								x			x																			x																																																																																																									
123	Centurion	UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava	cletodim (oxima ciclohexanodiona)	https://www.agrolink.com.br/agrolinkfito/produto/centurion_8414.html	2910	240		Concentrado Emulsionável (EC)																																								x																																																																																																									
124	Chaparral	Dow Agrosciences Industrial Ltda. - Sao Paulo	Aminopiralide (Acido piridiniloxialcanoico) + metsulfurom-metilico (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/chaparral_11063.html	2220	621,3 + 94,5		Granulado Dispersível (WG)																																												x																																																																																																					
